Geneid	HER21	HER22	HER23	NonTNBC1	NonTNBC2	NonTNBC3	Normal1	Normal2	Normal3	TNBC1	TNBC2	TNBC3
ENSG00000226759	4	2	4	15	3	6	0	0	1	11	3	6
ENSG00000226960	0	2	0	0	1	0	0	0	0	1	1	0
ENSG00000234080	0	0	0	3	4	3	2	1	2	3	4	3
ENSG00000237899	2	0	0	7	3	4	0	0	0	13	5	1
ENSG00000227290	9	2	13	3	2	5	0	0	1	9	2	3
ENSG00000282898	0	0	0	0	1	0	0	0	0	4	0	0
ENSG00000285409	0	0	1	0	1	1	0	0	0	7	1	1
ENSG00000231090	1	0	1	7	6	7	0	0	1	14	2	7
ENSG00000117528	846	2093	1278	3431	1152	1793	737	1551	2458	1320	924	911
ENSG00000271723	1	1	0	3	4	1	1	3	1	2	3	2
ENSG00000172339	49	90	90	200	115	137	96	151	118	104	83	135
ENSG00000036549	794	2043	1052	913	731	849	543	1578	1845	1471	718	670
ENSG00000287724	4	7	8	8	3	10	1	0	0	10	6	6
ENSG00000058799	296	364	531	1453	436	547	499	516	527	197	234	323
ENSG00000225191	1	0	0	0	1	2	0	0	0	5	2	1
ENSG00000287870	0	0	0	2	0	0	0	0	2	7	3	1
ENSG00000232048	0	0	0	3	2	1	0	1	0	11	3	0
ENSG00000232857	2	1	1	0	1	1	0	0	0	4	2	1
ENSG00000273637	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203985	0	0	2	13	10	16	7	2	3	29	8	7
ENSG00000228838	0	6	2	2	1	4	0	0	0	8	4	8
ENSG00000283761	17	35	20	12	14	10	14	24	22	25	13	16
ENSG00000189433	0	5	1	2	0	4	1	6	11	5	3	7
ENSG00000230759	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000179178	58	38	67	566	141	113	254	306	199	85	82	200
ENSG00000142700	0	4	2	5	0	4	1	0	0	6	0	5
ENSG00000285525	0	0	0	1	6	1	0	0	0	3	0	0
ENSG00000236098	0	0	2	0	0	2	0	1	0	4	1	5
ENSG00000233514	0	3	1	5	1	2	0	3	1	4	4	3
ENSG00000127124	305	320	198	335	429	257	228	855	1391	394	141	118
ENSG00000266993	24	55	29	30	26	26	5	30	23	16	8	9
ENSG00000223675	0	0	0	1	1	3	0	0	1	11	3	3
ENSG00000229316	0	0	0	1	1	2	0	0	0	1	0	0
ENSG00000287406	0	0	0	0	6	14	0	0	0	3	1	1
ENSG00000225767	25	50	39	8	7	10	0	0	0	12	4	3
ENSG00000234099	1	5	0	2	0	1	0	0	0	4	0	0
ENSG00000137936	140	310	243	476	351	368	543	1156	2495	174	162	321
ENSG00000235308	4	3	2	2	2	1	0	2	0	4	2	0
ENSG00000232752	1	2	0	1	2	1	0	0	0	3	0	3
ENSG00000235829	5	2	3	0	3	2	1	0	1	2	1	4
ENSG00000143032	1	0	0	3	14	69	1	0	1	5	2	2
ENSG00000226745	0	0	0	16	0	2	5	1	1	2	2	2
ENSG00000280040	0	0	1	0	1	0	0	1	0	2	0	1
ENSG00000117519	1067	1722	972	1827	1337	1108	5969	15854	16924	1739	2856	2245
ENSG00000270507	0	0	0	0	1	0	0	0	0	1	1	0
ENSG00000238037	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000215869	0	0	0	3	2	6	0	1	3	17	0	8
ENSG00000134215	1177	1221	2384	3018	1542	1665	1197	1957	1610	1296	1068	159
ENSG00000227935	0	0	0	0	1	0	0	0	0	2	1	0
ENSG00000228502	36	37	17	137	46	58	60	145	56	35	33	20
ENSG00000236268	6	0	3	4	1	10	2	4	2	28	6	10
ENSG00000271277	37	1	0	0	0	0	0	0	0	3	1	0
ENSG00000236888	0	0	0	1	2	1	0	1	0	7	0	0
ENSG00000279778	13	5	5	3	6	3	2	54	16	15	11	7
ENSG00000230828	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000188641	819	295	848	577	280	392	515	1358	2201	392	395	356
ENSG00000152078	61	153	220	185	173	89	59	169	220	154	85	113
ENSG00000233359	0	5	0	1	5	5	0	0	0	15	9	1
ENSG00000237954	0	0	0	1	2	3	0	0	0	6	0	1
ENSG00000171492	335	1368	437	561	304	304	150	417	480	904	569	633
ENSG00000233129	0	1	0	0	0	1	0	0	0	3	2	0
ENSG00000170989	433	98	230	625	222	387	769	5982	10990	258	352	321
ENSG00000233557	0	0	0	0	0	1	0	0	0	0	1	1
ENSG00000237897	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000116299	1659	1062	2470	8759	4492	3379	6186	10888	9251	531	731	812
ENSG00000137962	2208	2538	3078	4005	1048	1702	1518	5538	8213	1750	1825	4174
ENSG00000227832	0	0	0	0	3	0	0	0	0	5	0	1
ENSG00000286692	0	0	1	1	5	3	0	0	0	2	3	3
ENSG00000260464	1	1	1	15	25	12	11	18	9	12	14	11
ENSG00000237435	2	0	0	2	5	4	0	0	0	8	1	5
ENSG00000231996	0	1	1	0	0	1	0	0	0	1	2	0
ENSG00000273204	1	1	2	1	5	4	11	10	8	5	1	0
ENSG00000079739	213	894	188	295	199	167	965	1490	1527	438	343	249
ENSG00000117154	19	9	4	37	23	20	11	32	55	28	26	14
ENSG00000162377	138	425	120	1058	246	347	155	404	557	447	400	500
ENSG00000224613	1	1	1	0	4	2	0	1	2	6	4	3
ENSG00000215871	0	0	0	2	1	0	1	0	0	6	2	2
ENSG00000287372	0	2	0	6	19	25	0	0	0	11	5	12
ENSG00000232542	3	3	7	1	0	0	0	1	1	5	1	0
ENSG00000116774	154	35	74	210	127	187	502	2692	2450	127	190	127
ENSG00000287756	4	4	0	0	2	4	0	0	2	9	0	1
ENSG00000284652	1	1	0	5	8	10	1	4	4	11	7	2
ENSG00000023909	163	466	233	849	446	489	339	568	1149	767	442	772
ENSG00000069702	646	713	208	3826	230	583	953	4558	7153	1936	738	257
ENSG00000232185	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000230489	6	2	3	1	3	3	0	0	0	4	3	0
ENSG00000228399	3	0	0	1	0	1	2	1	0	2	0	0
ENSG00000236776	8	28	15	4	2	6	1	3	4	0	1	4
ENSG00000224685	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000287076	0	0	1	3	5	2	0	0	0	11	1	2
ENSG00000237480	0	0	0	4	4	4	0	0	0	22	2	3
ENSG00000271252	0	0	0	1	2	1	0	0	1	4	0	0
ENSG00000230427	3	1	5	2	7	3	4	0	0	15	1	0
ENSG00000235794	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000286758	0	0	2	1	2	0	0	1	0	3	1	0
ENSG00000237337	1	0	0	0	1	0	0	0	0	3	2	1
ENSG00000233983	0	0	0	2	1	0	0	0	0	4	0	1
ENSG00000198198	747	1096	678	990	603	639	304	742	662	511	466	359
ENSG00000225183	1	4	0	1	0	1	0	0	0	2	1	0
ENSG00000230402	0	0	1	0	0	0	0	0	0	2	0	0
ENSG00000116793	249	261	306	318	277	203	103	321	329	222	122	145
ENSG00000238122	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000260879	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283354	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000232918	0	0	0	0	1	0	0	0	0	2	0	0
ENSG00000183298	16	67	15	25	11	6	54	86	37	11	9	15
ENSG00000234332	37	45	26	12	15	15	4	7	10	15	15	14
ENSG00000117525	248	167	91	444	80	193	637	2004	2599	120	236	185
ENSG00000225079	11	4	19	11	6	4	1	0	2	11	9	6
ENSG00000226483	1	0	0	3	1	3	0	0	0	3	0	1
ENSG00000224238	10	68	9	9	17	15	1	6	8	28	14	11
ENSG00000229537	3	0	0	0	2	1	0	0	0	10	1	2
ENSG00000162699	69	2	0	0	1	0	0	0	0	3	0	5
ENSG00000162692	653	946	1078	1006	451	432	372	4404	4167	580	677	640
ENSG00000203914	14	36	18	45	15	17	5	10	13	29	26	24
ENSG00000270457	0	1	0	0	0	0	0	0	5	0	0	2
ENSG00000203858	0	0	0	1	3	2	2	1	5	8	4	6
ENSG00000231987	0	0	0	0	2	4	0	0	0	6	0	0
ENSG00000228057	14	11	19	22	11	18	13	17	34	40	13	28
ENSG00000224445	1	0	1	4	0	4	0	1	0	8	1	6
ENSG00000229842	0	1	1	3	1	5	0	0	0	5	1	0
ENSG00000270631	0	0	0	2	0	1	0	0	0	2	3	3
ENSG00000229201	0	0	0	0	5	9	0	0	0	0	0	0
ENSG00000181656	4	2	0	5	40	8	10	16	65	8	5	2
ENSG00000122481	37	76	50	17	47	48	19	34	27	34	21	36
ENSG00000198162	1154	1616	1667	2550	1024	1230	302	1462	2107	1500	1223	1172
ENSG00000238198	17	21	11	12	9	7	4	8	10	27	11	14
ENSG00000171517	13	74	5	83	5	10	47	471	107	47	69	181
ENSG00000228852	8	23	13	3	18	12	0	0	6	25	2	8
ENSG00000203864	0	0	1	0	1	0	0	0	0	6	0	3
ENSG00000233482	0	0	0	0	2	0	1	0	0	2	1	1
ENSG00000230250	0	0	0	2	0	3	0	0	0	0	2	2
ENSG00000232878	35	14	25	9	3	6	3	5	5	15	4	3
ENSG00000143079	403	607	326	685	316	423	319	2900	4096	528	640	690
ENSG00000232450	7	5	14	4	14	10	16	11	15	15	2	5
ENSG00000223575	1	10	2	3	4	3	0	1	0	5	4	4
ENSG00000230768	0	0	0	1	2	0	0	0	0	5	3	3
ENSG00000235202	0	0	0	0	0	1	0	0	0	6	0	2
ENSG00000272715	0	0	0	1	0	0	1	0	3	0	0	1
ENSG00000235038	0	0	0	0	4	5	0	0	0	9	1	1
ENSG00000085491	648	485	914	2078	1054	917	247	1103	1214	1065	1014	510
ENSG00000173947	31	7	12	118	122	47	72	87	154	27	36	26
ENSG00000230434	1	0	1	0	0	1	0	0	0	3	0	0
ENSG00000230718	11	2	12	0	3	0	0	0	0	2	0	0
ENSG00000134198	103	57	41	121	49	88	29	102	162	73	207	278
ENSG00000235595	0	1	0	0	2	5	0	0	0	5	1	1
ENSG00000226053	0	0	0	0	2	5	0	0	0	5	4	2
ENSG00000226128	8	2	5	0	1	1	0	1	0	5	0	0
ENSG00000198799	518	924	454	897	491	600	183	519	651	577	435	401
ENSG00000279513	12	17	13	4	11	11	1	0	1	11	6	0
ENSG00000117620	583	800	623	710	1096	1759	175	588	665	727	317	572
ENSG00000280186	2	0	1	4	4	2	0	0	1	2	1	0
ENSG00000223906	1	0	0	0	0	1	0	0	0	0	1	0
ENSG00000162688	846	698	696	230	7069	5369	233	737	906	673	682	336
ENSG00000197106	5	8	55	36	31	25	3	7	18	187	108	134
ENSG00000259946	0	0	1	0	1	0	0	0	0	1	0	0
ENSG00000236137	9	4	9	28	5	7	3	7	8	14	16	7
ENSG00000203859	0	1	0	5	3	6	0	1	1	20	1	6
ENSG00000228086	12	12	3	0	8	0	2	2	6	6	3	2
ENSG00000213421	0	1	0	0	5	5	0	0	0	5	0	2
ENSG00000234020	0	1	0	5	1	3	1	0	1	6	1	3
ENSG00000236804	1	30	3	0	1	0	0	0	0	4	3	3
ENSG00000231072	0	0	0	4	4	4	0	0	0	12	2	0
ENSG00000273406	0	1	0	1	0	0	0	0	1	1	1	2
ENSG00000185946	396	457	366	246	382	326	121	367	234	255	183	202
ENSG00000162627	108	149	149	774	342	259	183	356	310	422	291	244
ENSG00000226715	152	91	124	25	14	16	1	3	0	9	11	7
ENSG00000162695	1049	1556	1488	978	696	785	449	1558	2346	923	493	471
ENSG00000265808	825	2412	1172	2928	811	855	742	1557	2266	1093	1057	973
ENSG00000225923	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000134247	1204	1011	1168	2178	1242	1610	464	2616	3373	1019	2221	1744
ENSG00000187481	0	0	0	2	3	2	2	0	1	5	1	0
ENSG00000162664	536	1316	715	506	785	1011	658	1058	1666	1088	370	454
ENSG00000236866	0	0	0	6	2	2	1	1	0	6	1	3
ENSG00000134253	66	107	37	244	212	212	154	213	216	149	145	50
ENSG00000223416	1	0	1	5	1	1	4	6	0	7	0	5
ENSG00000179571	1	1	0	2	2	5	0	0	0	17	2	16
ENSG00000227850	5	18	2	49	6	11	6	10	9	5	9	10
ENSG00000235777	35	12	36	9	6	7	0	2	0	9	5	5
ENSG00000285532	1	11	3	1	6	3	0	0	0	2	4	1
ENSG00000226755	0	0	0	1	0	1	1	0	0	2	1	1
ENSG00000232650	1	0	1	2	5	3	0	4	0	12	5	3
ENSG00000183508	1623	3382	4244	2138	473	839	764	924	1076	861	759	4551
ENSG00000277095	0	1	0	1	4	1	0	0	0	4	0	1
ENSG00000234283	0	0	0	2	2	1	2	0	0	10	1	2
ENSG00000232780	0	0	0	0	5	2	0	1	2	4	5	4
ENSG00000274927	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000264145	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000238256	0	2	2	1	3	0	0	0	0	0	0	1
ENSG00000198765	0	0	0	3	4	3	0	0	1	17	12	7
ENSG00000224335	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000277702	1	3	1	0	0	1	11	6	20	1	1	1
ENSG00000143398	649	1898	646	1937	575	658	2125	4957	5846	1245	841	1259
ENSG00000196505	915	1277	1004	1614	854	790	207	392	670	679	502	520
ENSG00000223489	1	0	0	1	4	2	0	0	0	11	9	1
ENSG00000230546	0	0	0	0	0	0	0	0	0	1	2	0
ENSG00000213262	5	6	20	3	5	3	0	0	0	11	1	6
ENSG00000287015	0	0	1	1	0	1	1	1	0	4	3	1
ENSG00000235526	0	1	6	2	0	0	0	0	0	6	2	1
ENSG00000228347	0	1	0	4	4	2	0	0	0	2	1	2
ENSG00000236012	0	0	0	3	0	0	0	1	0	1	1	0
ENSG00000270911	21	4	36	6	0	3	0	2	3	8	4	1
ENSG00000134200	2	0	2	2	1	2	0	0	1	2	0	0
ENSG00000065183	579	1775	611	1744	544	533	675	1302	2515	826	862	713
ENSG00000227082	16	6	2	8	9	11	2	11	8	15	6	7
ENSG00000226126	0	1	0	2	0	2	0	0	0	5	0	1
ENSG00000163393	158	49	136	221	98	124	27	60	67	62	52	124
ENSG00000163156	55	144	65	492	174	179	183	273	250	384	213	298
ENSG00000143631	32	8	10	31	30	52	2	26	23	61	33	43
ENSG00000228453	0	6	2	3	1	1	0	0	0	1	2	1
ENSG00000274642	5	5	14	3	5	7	0	5	5	10	3	1
ENSG00000237975	35	10	16	23	36	29	13	42	10	39	13	11
ENSG00000261168	2	3	2	7	5	2	3	4	5	6	3	1
ENSG00000287980	0	0	0	2	3	3	0	0	0	7	4	1
ENSG00000229283	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000226172	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000079335	426	443	306	178	347	300	310	686	1073	194	111	66
ENSG00000143119	1138	476	1347	1197	203	311	95	409	216	732	502	681
ENSG00000237278	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233432	1	2	0	3	1	3	1	2	0	8	3	1
ENSG00000227700	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000229911	0	0	0	0	2	3	0	0	0	6	2	1
ENSG00000143520	4	0	1	6	11	9	0	3	0	32	4	7
ENSG00000171943	114	85	57	141	111	133	37	200	306	84	72	55
ENSG00000270719	4	0	4	0	1	0	0	0	0	1	2	0
ENSG00000155761	22	25	71	16	75	31	22	44	40	59	18	27
ENSG00000230806	6	12	5	1	6	1	0	0	0	6	0	5
ENSG00000116830	395	1522	435	910	379	338	112	447	403	597	369	299
ENSG00000234422	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227056	13	17	7	2	1	5	0	0	0	6	0	2
ENSG00000227091	0	0	0	1	1	2	0	0	0	9	3	0
ENSG00000081026	786	1152	1036	1838	941	1292	408	825	1176	725	554	928
ENSG00000224965	1	6	0	1	3	3	0	2	3	4	1	4
ENSG00000228127	0	0	0	8	6	5	0	0	0	13	3	3
ENSG00000143458	237	449	271	696	490	568	177	356	521	508	411	454
ENSG00000230932	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000073754	4	6	5	4	4	11	0	0	0	25	6	17
ENSG00000228826	2	2	1	6	4	1	0	0	0	7	1	4
ENSG00000233907	0	9	1	0	1	3	4	0	1	27	24	5
ENSG00000225036	0	0	0	0	3	1	0	0	0	2	0	0
ENSG00000228420	1	2	1	1	5	1	2	0	0	4	0	1
ENSG00000233839	0	1	0	0	2	2	0	0	1	3	1	1
ENSG00000250890	2	0	0	0	1	2	0	0	0	0	0	1
ENSG00000232240	0	0	0	0	1	0	0	0	0	3	0	1
ENSG00000230921	0	0	0	3	0	2	0	0	0	3	0	2
ENSG00000286151	1	0	0	6	5	6	2	1	0	29	5	19
ENSG00000234388	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271736	0	0	0	2	2	2	0	0	0	9	0	6
ENSG00000233717	0	0	1	3	1	2	0	0	1	2	0	0
ENSG00000163155	64	159	76	298	108	135	39	130	146	151	115	171
ENSG00000241975	21	24	24	12	11	23	4	9	6	17	6	3
ENSG00000271143	0	0	0	1	4	1	0	0	0	3	0	0
ENSG00000270976	0	0	0	0	0	1	0	0	0	5	0	0
ENSG00000228217	5	8	13	37	16	20	7	37	40	1	8	34
ENSG00000270342	0	0	0	0	1	0	0	0	0	0	2	0
ENSG00000231100	0	0	0	1	1	1	0	0	0	3	2	2
ENSG00000116824	412	114	414	296	71	118	38	69	43	334	199	136
ENSG00000235887	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000237460	0	0	0	2	1	3	0	0	0	9	2	3
ENSG00000236887	0	0	0	1	2	4	0	0	0	4	1	2
ENSG00000024526	258	813	286	311	126	153	5	50	12	732	246	716
ENSG00000235756	0	0	0	2	2	3	0	0	0	5	1	1
ENSG00000173810	0	0	0	0	1	0	1	0	0	3	0	0
ENSG00000235005	0	0	0	3	0	0	0	2	0	0	2	0
ENSG00000271890	0	0	0	3	2	1	0	0	0	3	1	8
ENSG00000227425	0	1	0	1	1	0	0	0	0	1	1	0
ENSG00000225279	1	3	2	0	1	7	5	5	17	16	5	8
ENSG00000229101	0	0	0	0	0	1	0	0	0	2	0	0
ENSG00000239216	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000283360	8	18	3	5	6	5	0	1	0	13	3	5
ENSG00000117262	174	398	168	292	194	173	115	260	234	128	122	80
ENSG00000227907	0	1	0	0	3	2	0	0	0	5	1	2
ENSG00000227970	1	0	0	0	0	1	0	0	0	3	1	1
ENSG00000261055	0	0	0	4	11	6	1	0	0	17	12	4
ENSG00000231613	0	0	1	2	6	1	1	2	0	7	2	0
ENSG00000137947	226	190	256	341	231	255	471	928	1216	281	213	256
ENSG00000236689	1	0	0	1	1	2	0	0	0	0	1	0
ENSG00000233589	4	25	9	11	9	8	0	1	0	29	6	9
ENSG00000117586	65	45	91	206	159	120	6	52	41	119	72	68
ENSG00000230946	18	46	33	2	13	4	0	4	1	12	6	8
ENSG00000226028	0	0	0	0	1	4	0	0	0	17	4	7
ENSG00000162728	5	3	3	13	17	16	0	3	3	30	20	20
ENSG00000229021	1	9	4	8	6	7	2	4	11	22	6	10
ENSG00000203825	1	0	0	3	12	13	0	0	0	25	5	13
ENSG00000184371	257	195	230	368	156	190	835	3173	3088	410	240	227
ENSG00000233449	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000242943	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233203	1	2	1	12	1	3	5	1	3	0	3	3
ENSG00000232499	36	69	21	34	36	47	35	55	87	59	19	27
ENSG00000232265	2	0	1	5	1	3	1	1	3	21	3	6
ENSG00000163154	43	14	35	67	15	28	5	11	2	26	45	16
ENSG00000232995	25	112	31	17	12	28	4	10	8	67	13	22
ENSG00000238087	0	0	0	0	2	1	0	0	0	7	0	4
ENSG00000227777	4	23	2	1	1	2	0	7	1	8	0	3
ENSG00000177173	35	26	34	15	22	5	7	20	13	21	15	10
ENSG00000238022	0	0	1	4	2	1	0	0	0	8	4	3
ENSG00000231671	0	0	0	5	2	2	0	0	0	8	0	1
ENSG00000162729	133	207	185	859	1511	1063	1102	1542	1670	302	644	921
ENSG00000143158	446	475	245	1457	822	783	418	781	595	578	635	554
ENSG00000271092	6	20	11	10	8	8	0	6	2	4	7	14
ENSG00000238118	0	0	3	0	0	1	0	0	0	1	0	0
ENSG00000276118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232148	0	0	0	1	1	0	0	0	0	7	3	1
ENSG00000278811	48	151	52	20	26	22	3	14	1	56	21	20
ENSG00000000460	236	638	268	430	184	179	35	121	96	290	135	199
ENSG00000275075	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135862	2251	5925	1310	4081	2297	2727	2197	10205	14807	3440	3280	2678
ENSG00000232952	21	26	24	40	24	29	28	44	71	18	18	16
ENSG00000227722	0	80	2	5	1	3	0	0	0	7	5	2
ENSG00000285922	0	0	0	1	0	1	0	0	0	5	1	2
ENSG00000275801	0	0	1	6	8	6	0	1	2	8	4	8
ENSG00000143198	274	769	362	1316	460	533	708	1282	1061	344	711	434
ENSG00000143318	7	2	8	12	25	26	16	8	14	30	36	43
ENSG00000232188	0	0	0	0	0	1	0	1	0	2	0	0
ENSG00000232212	0	0	0	0	0	2	0	0	0	2	0	0
ENSG00000143621	1068	5546	1431	2588	1307	1518	3975	8782	8442	5118	4213	5439
ENSG00000241042	1	8	3	0	1	0	0	0	0	1	0	1
ENSG00000260322	1	0	0	0	0	3	0	0	0	4	1	0
ENSG00000223495	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000143156	75	124	69	538	122	220	155	181	248	141	140	135
ENSG00000198771	574	354	511	534	213	276	148	646	531	487	1972	413
ENSG00000225462	3	2	1	3	3	3	0	0	0	4	2	5
ENSG00000237756	0	10	2	2	0	4	0	0	0	4	3	0
ENSG00000213064	1939	11488	2172	3197	1507	1811	357	1499	1975	5475	4955	5903
ENSG00000143179	265	936	445	1107	315	392	536	1585	2515	613	640	523
ENSG00000271187	0	0	1	1	0	0	0	0	0	1	0	0
ENSG00000274562	0	1	0	2	0	0	0	1	0	6	3	4
ENSG00000143315	277	355	218	556	454	427	87	193	264	271	283	302
ENSG00000231175	0	0	0	1	0	2	0	0	0	8	1	2
ENSG00000143185	13	29	12	12	0	2	2	15	13	10	8	2
ENSG00000272931	2	8	3	4	9	5	1	4	1	18	5	7
ENSG00000143190	932	1637	1251	1458	1045	1076	201	666	1102	1001	592	562
ENSG00000225475	0	0	0	1	1	0	0	0	0	1	0	1
ENSG00000232223	0	0	0	1	4	1	0	0	0	4	2	1
ENSG00000224698	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000075945	536	1023	459	891	599	637	414	741	1100	485	626	317
ENSG00000235303	1	2	0	6	2	4	1	1	2	16	2	9
ENSG00000234810	4	7	1	14	9	15	9	13	61	34	109	22
ENSG00000224468	20	37	2	4	10	12	12	68	17	5	11	4
ENSG00000232551	0	0	0	1	2	2	0	0	0	11	2	4
ENSG00000092607	114	52	74	196	154	171	128	1037	1465	84	122	128
ENSG00000238270	0	0	0	0	2	0	0	0	0	1	0	0
ENSG00000285894	0	0	0	1	0	1	0	0	0	4	0	2
ENSG00000236025	0	0	1	0	1	2	0	0	0	0	0	3
ENSG00000230704	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000283255	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227741	8	8	8	15	26	23	16	28	9	18	16	29
ENSG00000286754	0	0	0	0	0	2	0	0	0	5	2	1
ENSG00000232751	7	2	0	2	2	1	0	0	0	3	1	0
ENSG00000117091	316	93	343	273	56	99	30	82	32	195	163	107
ENSG00000235378	0	2	4	1	1	0	0	0	0	0	0	0
ENSG00000143171	3	0	0	10	8	13	3	18	9	26	11	13
ENSG00000275767	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000047410	2203	5354	2569	4921	2196	2825	1123	3264	5759	2959	2144	1457
ENSG00000231992	3	7	6	1	3	0	0	1	0	2	1	2
ENSG00000018625	18	2	1	55	126	141	121	303	429	110	72	93
ENSG00000171806	84	106	54	240	133	139	23	53	60	97	91	93
ENSG00000287919	1	1	3	0	5	4	0	1	1	5	1	0
ENSG00000233882	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000198358	1	0	0	4	3	3	1	1	0	6	2	4
ENSG00000134216	0	0	0	1	8	3	0	0	0	12	5	6
ENSG00000230748	0	0	0	2	1	4	0	0	0	4	3	3
ENSG00000254154	23	16	26	11	9	12	2	12	7	20	8	8
ENSG00000162694	150	145	134	221	164	190	107	451	356	268	184	187
ENSG00000238108	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000214262	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118197	205	402	267	677	349	493	284	738	818	330	354	313
ENSG00000135842	834	326	786	706	880	1501	1336	4084	5565	814	1232	711
ENSG00000229258	2	0	0	1	3	0	0	0	1	5	0	1
ENSG00000287472	0	0	0	0	0	3	0	0	0	2	0	0
ENSG00000241318	1	1	0	4	4	1	2	7	15	5	1	7
ENSG00000228238	3	3	1	2	8	5	2	0	0	7	0	0
ENSG00000232393	0	0	0	1	1	0	1	0	0	4	0	0
ENSG00000184155	0	0	0	0	1	0	0	0	0	2	0	3
ENSG00000058085	450	1412	70	811	84	244	3698	8548	11094	709	2223	4240
ENSG00000260088	0	2	1	8	4	4	0	6	4	1	0	3
ENSG00000116815	149	141	175	228	66	56	43	201	115	151	121	158
ENSG00000232917	3	3	0	12	3	2	0	0	2	3	2	1
ENSG00000233057	22	3	3	33	6	18	1	2	2	12	7	6
ENSG00000143167	8	1	28	15	12	23	1	0	0	37	7	15
ENSG00000143184	13	24	14	2	1	3	7	18	28	12	12	2
ENSG00000260976	0	1	0	0	1	2	0	0	0	2	2	2
ENSG00000235215	2	2	3	0	1	5	0	0	0	2	0	0
ENSG00000224691	3	0	1	1	1	0	0	5	1	2	2	0
ENSG00000286572	1	1	1	7	10	14	0	0	1	13	7	7
ENSG00000235101	7	1	6	0	0	0	0	0	0	2	0	1
ENSG00000228215	0	0	1	5	4	4	0	0	0	15	3	3
ENSG00000177807	48	48	116	20	14	22	3	10	12	77	26	29
ENSG00000233626	1	3	0	0	4	6	2	2	1	17	1	3
ENSG00000233691	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000143228	132	665	221	466	123	143	3	38	7	335	245	354
ENSG00000235827	0	0	0	1	2	0	0	0	0	3	1	2
ENSG00000231615	10	11	11	2	6	3	0	0	0	18	2	0
ENSG00000231714	0	0	0	1	1	2	0	0	0	1	0	0
ENSG00000174514	33	355	23	94	25	25	57	334	275	134	43	50
ENSG00000143178	40	145	45	61	25	38	44	198	118	86	124	96
ENSG00000116833	68	33	54	54	88	107	62	309	458	57	85	46
ENSG00000227740	9	4	8	5	8	6	6	7	1	13	6	0
ENSG00000000457	330	638	426	497	372	479	119	154	192	340	306	237
ENSG00000143507	389	354	334	398	214	171	786	2714	2992	113	128	286
ENSG00000285638	1	1	5	0	2	2	0	0	1	5	2	1
ENSG00000284592	0	0	0	2	0	2	0	0	0	1	0	1
ENSG00000230987	1	1	6	4	3	3	0	0	0	8	0	3
ENSG00000232527	0	1	0	1	0	0	0	0	1	0	0	0
ENSG00000215833	1	157	0	3	1	2	0	0	0	2	1	0
ENSG00000228167	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000223344	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000150732	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000157064	28	15	17	18	22	33	45	151	200	67	25	43
ENSG00000288139	0	0	0	6	3	0	0	0	0	8	2	1
ENSG00000215808	0	186	31	43	29	22	5	38	108	32	21	102
ENSG00000059588	1206	2675	1192	1751	655	695	572	1591	1203	754	921	1298
ENSG00000237379	1	0	0	0	0	2	1	0	0	2	1	0
ENSG00000232959	5	6	0	0	4	2	0	0	0	1	3	1
